TransactionID,CustomerID,ProductID,FechaCompra,Cantidad,MontoTotal,MedioPago
TXN-02469,CLI-0099,PRD-022,2024-10-03,1.0,89.99,Tarjeta Crédito
TXN-02578,CLI-0030,PRD-007,2024-10-03,2.0,119.98,Efectivo
TXN-02472,CLI-0106,PRD-004,2024-10-03,3.0,269.97,Efectivo
TXN-00651,CLI-0179,PRD-009,2024-10-04,2.0,149.98,Efectivo
TXN-01545,CLI-0151,PRD-012,2024-10-04,3.0,59.97,Tarjeta Crédito
TXN-01702,CLI-0145,PRD-013,2024-10-04,4.0,179.96,Tarjeta Crédito
TXN-00643,CLI-0177,PRD-019,2024-10-04,5.0,549.95,Transferencia
TXN-00238,CLI-0055,PRD-020,2024-10-04,3.0,47.97,Transferencia
TXN-00766,CLI-0096,PRD-006,2024-10-04,1.0,249.99,Tarjeta Débito
TXN-01652,CLI-0150,PRD-020,2024-10-04,4.0,63.96,Tarjeta Débito
TXN-02839,CLI-0180,PRD-015,2024-10-04,4.0,1599.96,Tarjeta Débito
TXN-01486,CLI-0057,PRD-004,2024-10-04,2.0,179.98,Tarjeta Crédito
TXN-02861,CLI-0048,PRD-012,2024-10-04,5.0,99.95,Tarjeta Crédito
TXN-00576,CLI-0008,PRD-010,2024-10-04,4.0,139.96,Tarjeta Crédito
TXN-02258,CLI-0085,PRD-010,2024-10-04,2.0,69.98,Transferencia
TXN-02086,CLI-0125,PRD-004,2024-10-04,2.0,179.98,Transferencia
TXN-00056,CLI-0053,PRD-015,2024-10-04,2.0,799.98,Tarjeta Débito
TXN-00809,CLI-0130,PRD-020,2024-10-04,4.0,63.96,Tarjeta Crédito
TXN-01498,CLI-0123,PRD-014,2024-10-04,4.0,139.96,Tarjeta Crédito
TXN-02583,CLI-0067,PRD-007,2024-10-04,2.0,119.98,Efectivo
TXN-01696,CLI-0084,PRD-019,2024-10-04,1.0,109.99,Tarjeta Débito
TXN-02203,CLI-0009,PRD-003,2024-10-05,1.0,29.99,Transferencia
TXN-02109,CLI-0037,PRD-018,2024-10-05,5.0,74.95,Tarjeta Débito
TXN-00821,CLI-0051,PRD-003,2024-10-05,5.0,149.95,Tarjeta Crédito
TXN-02252,CLI-0199,PRD-009,2024-10-05,1.0,74.99,Tarjeta Crédito
TXN-02617,CLI-0057,PRD-004,2024-10-05,1.0,89.99,Efectivo
TXN-02874,CLI-0131,PRD-003,2024-10-05,1.0,29.99,Tarjeta Débito
TXN-01943,CLI-0102,PRD-003,2024-10-05,3.0,89.97,Tarjeta Crédito
TXN-01119,CLI-0096,PRD-010,2024-10-06,1.0,34.99,Tarjeta Crédito
TXN-02220,CLI-0090,PRD-003,2024-10-06,3.0,89.97,Transferencia
TXN-01282,CLI-0117,PRD-018,2024-10-06,2.0,29.98,Tarjeta Débito
TXN-01043,CLI-0079,PRD-002,2024-10-06,1.0,699.99,PayPal
TXN-02241,CLI-0166,PRD-003,2024-10-06,2.0,59.98,PayPal
TXN-02280,CLI-0151,PRD-006,2024-10-07,2.0,499.98,Tarjeta Débito
TXN-01273,CLI-0044,PRD-006,2024-10-07,1.0,249.99,Tarjeta Crédito
TXN-02506,CLI-0131,PRD-002,2024-10-07,2.0,1399.98,Tarjeta Crédito
TXN-00249,CLI-0173,PRD-025,2024-10-07,1.0,9.99,Transferencia
TXN-01352,CLI-0197,PRD-013,2024-10-07,4.0,179.96,Tarjeta Crédito
TXN-02529,CLI-0118,PRD-008,2024-10-07,1.0,39.99,PayPal
TXN-02605,CLI-0180,PRD-020,2024-10-07,1.0,15.99,Tarjeta Débito
TXN-02523,CLI-0052,PRD-012,2024-10-07,1.0,19.99,Tarjeta Débito
TXN-00825,CLI-0170,PRD-012,2024-10-07,1.0,19.99,Tarjeta Débito
TXN-01959,CLI-0198,PRD-019,2024-10-08,5.0,549.95,Transferencia
TXN-01724,CLI-0010,PRD-019,2024-10-08,1.0,109.99,Tarjeta Crédito
TXN-00246,CLI-0177,PRD-007,2024-10-08,3.0,179.97,Transferencia
TXN-02415,CLI-0109,PRD-007,2024-10-08,2.0,119.98,Transferencia
TXN-01417,CLI-0187,PRD-015,2024-10-09,1.0,399.99,PayPal
TXN-00174,CLI-0186,PRD-023,2024-10-09,2.0,699.98,Tarjeta Crédito
TXN-02520,CLI-0119,PRD-018,2024-10-09,5.0,74.95,Tarjeta Crédito
TXN-00725,CLI-0178,PRD-002,2024-10-09,1.0,699.99,Transferencia
TXN-01958,CLI-0162,PRD-006,2024-10-09,1.0,249.99,Tarjeta Crédito
TXN-00699,CLI-0059,PRD-003,2024-10-09,5.0,149.95,Tarjeta Crédito
TXN-02604,CLI-0104,PRD-015,2024-10-09,1.0,399.99,Tarjeta Crédito
TXN-02670,CLI-0039,PRD-018,2024-10-10,5.0,74.95,Transferencia
TXN-01612,CLI-0164,PRD-005,2024-10-10,3.0,1349.97,Tarjeta Débito
TXN-02213,CLI-0085,PRD-021,2024-10-10,4.0,99.96,Tarjeta Débito
TXN-02930,CLI-0019,PRD-005,2024-10-10,1.0,449.99,Tarjeta Débito
TXN-01589,CLI-0105,PRD-010,2024-10-10,2.0,69.98,PayPal
TXN-01500,CLI-0076,PRD-003,2024-10-10,3.0,89.97,Tarjeta Crédito
TXN-02448,CLI-0002,PRD-003,2024-10-10,4.0,119.96,Transferencia
TXN-02763,CLI-0042,PRD-018,2024-10-10,4.0,59.96,Tarjeta Crédito
TXN-02421,CLI-0068,PRD-017,2024-10-10,1.0,549.99,Transferencia
TXN-02403,CLI-0054,PRD-012,2024-10-10,3.0,59.97,Tarjeta Crédito
TXN-00548,CLI-0191,PRD-020,2024-10-11,1.0,15.99,Transferencia
TXN-01950,CLI-0108,PRD-003,2024-10-11,2.0,59.98,Tarjeta Débito
TXN-02673,CLI-0176,PRD-010,2024-10-11,1.0,34.99,Tarjeta Débito
TXN-01489,CLI-0154,PRD-008,2024-10-11,2.0,79.98,Transferencia
TXN-01180,CLI-0076,PRD-002,2024-10-11,3.0,2099.97,Tarjeta Crédito
TXN-01327,CLI-0140,PRD-002,2024-10-11,1.0,699.99,PayPal
TXN-00749,CLI-0151,PRD-019,2024-10-11,2.0,219.98,Transferencia
TXN-00581,CLI-0117,PRD-015,2024-10-11,4.0,1599.96,Transferencia
TXN-02593,CLI-0188,PRD-006,2024-10-11,5.0,1249.95,PayPal
TXN-02770,CLI-0002,PRD-014,2024-10-11,1.0,34.99,Tarjeta Débito
TXN-01706,CLI-0158,PRD-004,2024-10-11,2.0,179.98,Tarjeta Crédito
TXN-01553,CLI-0104,PRD-018,2024-10-11,1.0,14.99,PayPal
TXN-02518,CLI-0057,PRD-012,2024-10-11,3.0,59.97,Transferencia
TXN-02452,CLI-0097,PRD-002,2024-10-11,5.0,3499.95,Tarjeta Crédito
TXN-01672,CLI-0185,PRD-006,2024-10-11,2.0,499.98,Efectivo
TXN-02837,CLI-0058,PRD-013,2024-10-12,2.0,89.98,Tarjeta Crédito
TXN-01691,CLI-0044,PRD-022,2024-10-12,2.0,179.98,Transferencia
TXN-01300,CLI-0131,PRD-011,2024-10-12,2.0,25.98,Transferencia
TXN-00687,CLI-0179,PRD-019,2024-10-12,2.0,219.98,Tarjeta Crédito
TXN-02250,CLI-0097,PRD-023,2024-10-12,,349.99,PayPal
TXN-02953,CLI-0074,PRD-025,2024-10-13,2.0,19.98,PayPal
TXN-01105,CLI-0176,PRD-009,2024-10-13,4.0,299.96,Tarjeta Débito
TXN-02427,CLI-0146,PRD-007,2024-10-13,5.0,299.95,PayPal
TXN-01721,CLI-0194,PRD-010,2024-10-13,1.0,34.99,PayPal
TXN-00638,CLI-0015,PRD-008,2024-10-13,2.0,79.98,Transferencia
TXN-01002,CLI-0070,PRD-025,2024-10-13,2.0,19.98,Tarjeta Crédito
TXN-02616,CLI-0098,PRD-001,2024-10-14,4.0,5199.96,Tarjeta Crédito
TXN-02777,CLI-0029,PRD-020,2024-10-14,1.0,15.99,PayPal
TXN-02242,CLI-0090,PRD-001,2024-10-14,5.0,6499.95,Efectivo
TXN-00689,CLI-0176,PRD-007,2024-10-14,2.0,119.98,Tarjeta Crédito
TXN-00558,CLI-0121,PRD-014,2024-10-14,1.0,34.99,Efectivo
TXN-00582,CLI-0011,PRD-001,2024-10-14,4.0,5199.96,Tarjeta Débito
TXN-02404,CLI-0036,PRD-013,2024-10-14,3.0,134.97,Tarjeta Crédito
TXN-01747,CLI-0058,PRD-001,2024-10-14,4.0,5199.96,Tarjeta Crédito
TXN-01767,CLI-0108,PRD-024,2024-10-15,3.0,89.97,Tarjeta Débito
TXN-00281,CLI-0122,PRD-013,2024-10-15,3.0,134.97,Tarjeta Débito
TXN-00003,CLI-0090,PRD-005,2024-10-15,4.0,1799.96,Tarjeta Crédito
TXN-01109,CLI-0041,PRD-021,2024-10-15,4.0,99.96,Tarjeta Crédito
TXN-01120,CLI-0121,PRD-024,2024-10-15,1.0,29.99,Transferencia
TXN-00761,CLI-0131,PRD-019,2024-10-15,2.0,219.98,Tarjeta Crédito
TXN-00800,CLI-0016,PRD-013,2024-10-15,,44.99,Efectivo
TXN-02494,CLI-0120,PRD-001,2024-10-15,3.0,3899.97,Tarjeta Crédito
TXN-02337,CLI-0112,PRD-014,2024-10-15,3.0,104.97,Tarjeta Crédito
TXN-02357,CLI-0016,PRD-018,2024-10-15,5.0,74.95,Tarjeta Débito
TXN-02573,CLI-0074,PRD-001,2024-10-15,2.0,2599.98,Transferencia
TXN-00009,CLI-0156,PRD-011,2024-10-15,5.0,64.95,Transferencia
TXN-01661,CLI-0159,PRD-011,2024-10-16,4.0,51.96,Tarjeta Crédito
TXN-02262,CLI-0058,PRD-001,2024-10-16,1.0,1299.99,Transferencia
TXN-01783,CLI-0025,PRD-010,2024-10-16,4.0,139.96,Tarjeta Débito
TXN-00006,CLI-0151,PRD-004,2024-10-16,3.0,269.97,Efectivo
TXN-02975,CLI-0134,PRD-014,2024-10-16,4.0,139.96,Tarjeta Débito
TXN-01751,CLI-0189,PRD-004,2024-10-17,1.0,89.99,Tarjeta Crédito
TXN-00100,CLI-0102,PRD-001,2024-10-17,2.0,2599.98,Tarjeta Crédito
TXN-02090,CLI-0166,PRD-003,2024-10-17,2.0,,Tarjeta Crédito
TXN-01079,CLI-0051,PRD-006,2024-10-17,5.0,1249.95,Tarjeta Crédito
TXN-02843,CLI-0020,PRD-018,2024-10-17,2.0,29.98,Tarjeta Crédito
TXN-02678,CLI-0134,PRD-016,2024-10-17,5.0,1499.95,PayPal
TXN-02927,CLI-0093,PRD-007,2024-10-18,1.0,59.99,Tarjeta Crédito
TXN-02168,CLI-0029,PRD-018,2024-10-18,2.0,29.98,Tarjeta Crédito
TXN-01689,CLI-0196,PRD-007,2024-10-18,5.0,299.95,PayPal
TXN-01182,CLI-0184,PRD-020,2024-10-18,2.0,31.98,Transferencia
TXN-01523,CLI-0169,PRD-007,2024-10-18,3.0,179.97,Tarjeta Crédito
TXN-00031,CLI-0170,PRD-020,2024-10-18,2.0,31.98,Tarjeta Débito
TXN-01035,CLI-0080,PRD-020,2024-10-18,5.0,79.95,PayPal
TXN-02545,CLI-0154,PRD-006,2024-10-18,2.0,499.98,Tarjeta Débito
TXN-02045,CLI-0097,PRD-003,2024-10-18,1.0,29.99,Transferencia
TXN-02872,CLI-0175,PRD-007,2024-10-18,1.0,59.99,Tarjeta Débito
TXN-02870,CLI-0103,PRD-013,2024-10-18,1.0,44.99,Tarjeta Débito
TXN-01820,CLI-0118,PRD-008,2024-10-18,2.0,79.98,Transferencia
TXN-00203,CLI-0117,PRD-003,2024-10-18,5.0,149.95,Tarjeta Débito
TXN-02797,CLI-0044,PRD-021,2024-10-18,3.0,74.97,Tarjeta Débito
TXN-01985,CLI-0066,PRD-010,2024-10-19,1.0,34.99,Transferencia
TXN-00422,CLI-0183,PRD-022,2024-10-19,1.0,89.99,Tarjeta Crédito
TXN-00849,CLI-0082,PRD-017,2024-10-19,2.0,1099.98,PayPal
TXN-00944,CLI-0110,PRD-002,2024-10-19,4.0,2799.96,Tarjeta Crédito
TXN-00586,CLI-0164,PRD-006,2024-10-19,3.0,749.97,Tarjeta Débito
TXN-02985,CLI-0003,PRD-011,2024-10-20,1.0,12.99,Tarjeta Débito
TXN-01667,CLI-0098,PRD-018,2024-10-20,4.0,59.96,Transferencia
TXN-02693,CLI-0150,PRD-007,2024-10-20,3.0,179.97,Tarjeta Crédito
TXN-02639,CLI-0188,PRD-005,2024-10-20,4.0,1799.96,Efectivo
TXN-02225,CLI-0123,PRD-013,2024-10-20,3.0,134.97,Tarjeta Crédito
TXN-00904,CLI-0042,PRD-007,2024-10-20,3.0,179.97,Tarjeta Débito
TXN-02935,CLI-0151,PRD-007,2024-10-21,3.0,179.97,PayPal
TXN-00791,CLI-0089,PRD-008,2024-10-21,3.0,119.97,Tarjeta Crédito
TXN-00232,CLI-0127,PRD-005,2024-10-21,1.0,449.99,Efectivo
TXN-01755,CLI-0063,PRD-011,2024-10-21,4.0,51.96,Tarjeta Débito
TXN-00775,CLI-0078,PRD-008,2024-10-21,2.0,,Tarjeta Crédito
TXN-02645,CLI-0023,PRD-011,2024-10-21,2.0,25.98,Tarjeta Débito
TXN-00778,CLI-0098,PRD-014,2024-10-21,4.0,139.96,PayPal
TXN-00863,CLI-0087,PRD-019,2024-10-21,2.0,219.98,Tarjeta Crédito
TXN-01414,CLI-0126,PRD-009,2024-10-21,2.0,149.98,Tarjeta Crédito
TXN-01540,CLI-0011,PRD-024,2024-10-22,1.0,29.99,Tarjeta Débito
TXN-02939,CLI-0073,PRD-024,2024-10-22,1.0,29.99,Tarjeta Crédito
TXN-00302,CLI-0169,PRD-011,2024-10-22,4.0,51.96,Transferencia
TXN-00835,CLI-0183,PRD-002,2024-10-22,3.0,2099.97,PayPal
TXN-01673,CLI-0111,PRD-021,2024-10-22,5.0,124.95,Tarjeta Crédito
TXN-02080,CLI-0199,PRD-006,2024-10-22,3.0,749.97,Tarjeta Crédito
TXN-02411,CLI-0128,PRD-008,2024-10-23,1.0,39.99,PayPal
TXN-02579,CLI-0071,PRD-020,2024-10-23,4.0,63.96,Tarjeta Crédito
TXN-00430,CLI-0115,PRD-004,2024-10-23,5.0,449.95,Tarjeta Crédito
TXN-00605,CLI-0179,PRD-017,2024-10-23,4.0,2199.96,Tarjeta Débito
TXN-02496,CLI-0157,PRD-002,2024-10-23,1.0,699.99,Tarjeta Crédito
TXN-02683,CLI-0146,PRD-008,2024-10-24,3.0,119.97,Transferencia
TXN-00980,CLI-0187,PRD-004,2024-10-24,5.0,449.95,Tarjeta Débito
TXN-02896,CLI-0077,PRD-017,2024-10-24,2.0,1099.98,Transferencia
TXN-01157,CLI-0107,PRD-024,2024-10-24,4.0,119.96,Tarjeta Crédito
TXN-02130,CLI-0069,PRD-006,2024-10-24,2.0,499.98,Tarjeta Débito
TXN-01329,CLI-0108,PRD-014,2024-10-24,5.0,174.95,Tarjeta Débito
TXN-01227,CLI-0121,PRD-004,2024-10-24,1.0,89.99,Tarjeta Crédito
TXN-01054,CLI-0058,PRD-011,2024-10-24,1.0,12.99,Tarjeta Débito
TXN-02468,CLI-0012,PRD-004,2024-10-24,4.0,359.96,Tarjeta Débito
TXN-01013,CLI-0045,PRD-003,2024-10-24,2.0,59.98,Tarjeta Débito
TXN-02381,CLI-0026,PRD-003,2024-10-24,1.0,29.99,Tarjeta Crédito
TXN-01201,CLI-0189,PRD-006,2024-10-25,2.0,499.98,Tarjeta Crédito
TXN-00735,CLI-0175,PRD-007,2024-10-25,2.0,119.98,Tarjeta Débito
TXN-00150,CLI-0187,PRD-020,2024-10-25,1.0,15.99,Transferencia
TXN-02093,CLI-0089,PRD-004,2024-10-25,5.0,449.95,Transferencia
TXN-01838,CLI-0117,PRD-020,2024-10-25,1.0,15.99,Tarjeta Crédito
TXN-01031,CLI-0130,PRD-010,2024-10-25,3.0,104.97,Tarjeta Crédito
TXN-01846,CLI-0153,PRD-025,2024-10-25,1.0,9.99,PayPal
TXN-00093,CLI-0195,PRD-001,2024-10-25,2.0,2599.98,PayPal
TXN-00384,CLI-0171,PRD-003,2024-10-25,2.0,59.98,Transferencia
TXN-02708,CLI-0141,PRD-003,2024-10-25,1.0,29.99,Tarjeta Crédito
TXN-01833,CLI-0100,PRD-001,2024-10-25,2.0,2599.98,Tarjeta Crédito
TXN-02470,CLI-0133,PRD-008,2024-10-25,1.0,39.99,Tarjeta Débito
TXN-02580,CLI-0198,PRD-025,2024-10-26,1.0,9.99,Tarjeta Débito
TXN-00833,CLI-0022,PRD-002,2024-10-26,1.0,699.99,Efectivo
TXN-01660,CLI-0126,PRD-002,2024-10-26,1.0,699.99,Transferencia
TXN-00602,CLI-0085,PRD-004,2024-10-26,2.0,179.98,Transferencia
TXN-01286,CLI-0019,PRD-020,2024-10-26,5.0,79.95,Efectivo
TXN-01920,CLI-0153,PRD-004,2024-10-26,2.0,179.98,Tarjeta Crédito
TXN-00118,CLI-0052,PRD-001,2024-10-27,1.0,1299.99,Tarjeta Débito
TXN-02986,CLI-0198,PRD-019,2024-10-27,3.0,329.97,PayPal
TXN-01205,CLI-0049,PRD-004,2024-10-27,1.0,89.99,Tarjeta Débito
TXN-01309,CLI-0093,PRD-002,2024-10-27,1.0,699.99,Tarjeta Débito
TXN-01391,CLI-0166,PRD-013,2024-10-27,2.0,89.98,PayPal
TXN-02156,CLI-0147,PRD-003,2024-10-27,5.0,149.95,Transferencia
TXN-01960,CLI-0045,PRD-003,2024-10-28,1.0,29.99,Tarjeta Débito
TXN-01526,CLI-0178,PRD-003,2024-10-28,3.0,89.97,Tarjeta Débito
TXN-02437,CLI-0029,PRD-022,2024-10-28,2.0,179.98,Transferencia
TXN-02599,CLI-0103,PRD-008,2024-10-28,3.0,119.97,Tarjeta Débito
TXN-00511,CLI-0144,PRD-011,2024-10-29,1.0,12.99,PayPal
TXN-02417,CLI-0101,PRD-005,2024-10-29,2.0,899.98,Tarjeta Crédito
TXN-01723,CLI-0055,PRD-010,2024-10-29,1.0,34.99,Transferencia
TXN-01017,CLI-0154,PRD-001,2024-10-29,5.0,6499.95,Tarjeta Débito
TXN-02947,CLI-0120,PRD-008,2024-10-29,5.0,199.95,Efectivo
TXN-00235,CLI-0025,PRD-003,2024-10-29,3.0,89.97,Tarjeta Crédito
TXN-00061,CLI-0125,PRD-001,2024-10-29,2.0,2599.98,Transferencia
TXN-02081,CLI-0039,PRD-001,2024-10-29,5.0,6499.95,Tarjeta Débito
TXN-02740,CLI-0091,PRD-006,2024-10-29,4.0,999.96,Tarjeta Débito
TXN-00153,CLI-0165,PRD-003,2024-10-30,5.0,149.95,Tarjeta Crédito
TXN-00222,CLI-0011,PRD-002,2024-10-30,2.0,1399.98,Tarjeta Crédito
TXN-01968,CLI-0070,PRD-004,2024-10-30,3.0,269.97,Tarjeta Crédito
TXN-02313,CLI-0129,PRD-016,2024-10-30,3.0,899.97,Transferencia
TXN-02157,CLI-0137,PRD-003,2024-10-30,1.0,29.99,Transferencia
TXN-02180,CLI-0091,PRD-004,2024-10-30,5.0,449.95,Tarjeta Crédito
TXN-02127,CLI-0141,PRD-016,2024-10-30,5.0,1499.95,Tarjeta Crédito
TXN-01849,CLI-0196,PRD-007,2024-10-31,5.0,299.95,Tarjeta Débito
TXN-02224,CLI-0015,PRD-004,2024-10-31,1.0,89.99,Efectivo
TXN-00045,CLI-0153,PRD-003,2024-10-31,5.0,149.95,Transferencia
TXN-02380,CLI-0049,PRD-009,2024-10-31,3.0,224.97,Tarjeta Crédito
TXN-02380,CLI-0020,PRD-014,2024-10-31,2.0,69.98,Tarjeta Crédito
TXN-00376,CLI-0053,PRD-011,2024-10-31,2.0,25.98,PayPal
TXN-00125,CLI-0145,PRD-003,2024-10-31,1.0,29.99,Tarjeta Crédito
TXN-02527,CLI-0098,PRD-004,2024-10-31,3.0,269.97,Tarjeta Débito
TXN-01301,CLI-0122,PRD-003,2024-10-31,1.0,29.99,Tarjeta Débito
TXN-02785,CLI-0090,PRD-001,2024-10-31,1.0,1299.99,PayPal
TXN-02671,CLI-0161,PRD-009,2024-10-31,1.0,74.99,Efectivo
TXN-00451,CLI-0168,PRD-009,2024-10-31,,74.99,Tarjeta Débito
TXN-01508,CLI-0135,PRD-018,2024-10-31,3.0,44.97,Efectivo
TXN-02293,CLI-0090,PRD-003,2024-11-01,1.0,29.99,Tarjeta Débito
TXN-01801,CLI-0067,PRD-016,2024-11-01,1.0,299.99,Transferencia
TXN-02136,CLI-0024,PRD-020,2024-11-01,3.0,47.97,Transferencia
TXN-02267,CLI-0015,PRD-019,2024-11-01,2.0,219.98,Tarjeta Débito
TXN-02619,CLI-0073,PRD-018,2024-11-01,4.0,59.96,Transferencia
TXN-01936,CLI-0095,PRD-005,2024-11-01,4.0,1799.96,Tarjeta Débito
TXN-02753,CLI-0150,PRD-021,2024-11-01,1.0,24.99,Tarjeta Crédito
TXN-02027,CLI-0111,PRD-018,2024-11-01,1.0,14.99,Tarjeta Débito
TXN-02857,CLI-0005,PRD-004,2024-11-01,3.0,269.97,Tarjeta Débito
TXN-03000,CLI-0122,PRD-010,2024-11-01,1.0,34.99,Tarjeta Débito
TXN-00440,CLI-0087,PRD-024,2024-11-01,3.0,89.97,PayPal
TXN-00754,CLI-0070,PRD-003,2024-11-01,1.0,29.99,Tarjeta Crédito
TXN-00144,CLI-0146,PRD-007,2024-11-01,1.0,59.99,Transferencia
TXN-00717,CLI-0172,PRD-021,2024-11-01,1.0,24.99,Tarjeta Crédito
TXN-01088,CLI-0064,PRD-004,2024-11-02,2.0,179.98,Tarjeta Débito
TXN-00994,CLI-0096,PRD-006,2024-11-02,5.0,1249.95,Transferencia
TXN-01570,CLI-0056,PRD-003,2024-11-02,1.0,29.99,Tarjeta Crédito
TXN-01443,CLI-0018,PRD-015,2024-11-02,3.0,1199.97,Tarjeta Crédito
TXN-00008,CLI-0077,PRD-003,2024-11-02,1.0,29.99,Tarjeta Crédito
TXN-02525,CLI-0008,PRD-017,2024-11-02,1.0,549.99,Tarjeta Crédito
TXN-02543,CLI-0030,PRD-010,2024-11-03,4.0,139.96,Transferencia
TXN-00621,CLI-0186,PRD-020,2024-11-03,2.0,31.98,Tarjeta Crédito
TXN-02384,CLI-0176,PRD-001,2024-11-03,2.0,2599.98,Tarjeta Crédito
TXN-02138,CLI-0091,PRD-002,2024-11-03,1.0,699.99,Tarjeta Crédito
TXN-01429,CLI-0032,PRD-005,2024-11-03,4.0,1799.96,Tarjeta Crédito
TXN-02238,CLI-0066,PRD-011,2024-11-03,4.0,51.96,Tarjeta Débito
TXN-02307,CLI-0046,PRD-002,2024-11-04,1.0,699.99,Tarjeta Débito
TXN-02709,CLI-0138,PRD-012,2024-11-04,3.0,59.97,Tarjeta Crédito
TXN-00974,CLI-0100,PRD-018,2024-11-04,3.0,44.97,PayPal
TXN-01910,CLI-0200,PRD-013,2024-11-04,2.0,89.98,Tarjeta Débito
TXN-02955,CLI-0085,PRD-007,2024-11-04,3.0,179.97,Tarjeta Crédito
TXN-02967,CLI-0012,PRD-021,2024-11-04,2.0,49.98,Tarjeta Crédito
TXN-00575,CLI-0105,PRD-011,2024-11-05,1.0,12.99,Tarjeta Débito
TXN-00655,CLI-0042,PRD-003,2024-11-05,2.0,59.98,Tarjeta Débito
TXN-00573,CLI-0189,PRD-018,2024-11-05,2.0,29.98,Tarjeta Débito
TXN-02430,CLI-0021,PRD-003,2024-11-05,1.0,29.99,Tarjeta Crédito
TXN-00950,CLI-0147,PRD-018,2024-11-05,1.0,,Transferencia
TXN-00298,CLI-0071,PRD-020,2024-11-05,5.0,79.95,Efectivo
TXN-02004,CLI-0054,PRD-020,2024-11-05,1.0,15.99,Tarjeta Débito
TXN-02490,CLI-0114,PRD-003,2024-11-05,5.0,149.95,Tarjeta Crédito
TXN-02716,CLI-0013,PRD-015,2024-11-06,1.0,399.99,Tarjeta Crédito
TXN-02511,CLI-0102,PRD-008,2024-11-06,3.0,119.97,Tarjeta Crédito
TXN-02570,CLI-0058,PRD-004,2024-11-06,3.0,269.97,Transferencia
TXN-00888,CLI-0106,PRD-007,2024-11-06,4.0,239.96,Efectivo
TXN-01819,CLI-0135,PRD-003,2024-11-06,3.0,89.97,Tarjeta Débito
TXN-02015,CLI-0017,PRD-015,2024-11-06,1.0,399.99,Tarjeta Débito
TXN-02265,CLI-0093,PRD-012,2024-11-06,1.0,19.99,Tarjeta Débito
TXN-01086,CLI-0155,PRD-003,2024-11-06,3.0,89.97,Transferencia
TXN-00885,CLI-0067,PRD-019,2024-11-06,3.0,329.97,Transferencia
TXN-00068,CLI-0075,PRD-012,2024-11-06,1.0,19.99,Tarjeta Débito
TXN-02561,CLI-0172,PRD-001,2024-11-06,1.0,1299.99,Transferencia
TXN-01519,CLI-0005,PRD-003,2024-11-06,1.0,29.99,PayPal
TXN-01740,CLI-0078,PRD-004,2024-11-06,1.0,89.99,Tarjeta Crédito
TXN-00604,CLI-0157,PRD-019,2024-11-06,1.0,109.99,Tarjeta Crédito
TXN-01255,CLI-0081,PRD-013,2024-11-06,5.0,224.95,Tarjeta Débito
TXN-00365,CLI-0066,PRD-019,2024-11-06,5.0,549.95,Tarjeta Crédito
TXN-01395,CLI-0086,PRD-011,2024-11-06,1.0,12.99,Efectivo
TXN-01826,CLI-0073,PRD-003,2024-11-07,1.0,29.99,Tarjeta Débito
TXN-02733,CLI-0067,PRD-016,2024-11-07,5.0,1499.95,Tarjeta Crédito
TXN-01008,CLI-0182,PRD-023,2024-11-07,2.0,699.98,Tarjeta Crédito
TXN-00436,CLI-0096,PRD-009,2024-11-07,1.0,74.99,Transferencia
TXN-01136,CLI-0157,PRD-013,2024-11-07,2.0,89.98,PayPal
TXN-01356,CLI-0081,PRD-024,2024-11-07,1.0,29.99,Tarjeta Crédito
TXN-02142,CLI-0154,PRD-014,2024-11-07,1.0,34.99,Transferencia
TXN-01057,CLI-0082,PRD-014,2024-11-08,5.0,174.95,Tarjeta Débito
TXN-00951,CLI-0057,PRD-006,2024-11-08,4.0,999.96,PayPal
TXN-01624,CLI-0004,PRD-021,2024-11-08,1.0,24.99,Tarjeta Débito
TXN-01552,CLI-0068,PRD-010,2024-11-08,1.0,34.99,Tarjeta Crédito
TXN-00240,CLI-0095,PRD-003,2024-11-08,1.0,29.99,Tarjeta Débito
TXN-00502,CLI-0088,PRD-004,2024-11-08,4.0,359.96,Tarjeta Débito
TXN-01285,CLI-0048,PRD-005,2024-11-08,2.0,899.98,Efectivo
TXN-01780,CLI-0116,PRD-015,2024-11-08,3.0,1199.97,Transferencia
TXN-00959,CLI-0198,PRD-008,2024-11-08,5.0,199.95,Tarjeta Crédito
TXN-02972,CLI-0017,PRD-003,2024-11-08,3.0,89.97,Tarjeta Crédito
TXN-00844,CLI-0097,PRD-006,2024-11-08,1.0,249.99,Tarjeta Débito
TXN-01748,CLI-0185,PRD-020,2024-11-08,2.0,31.98,Tarjeta Crédito
TXN-00637,CLI-0068,PRD-020,2024-11-09,4.0,63.96,Tarjeta Débito
TXN-02641,CLI-0033,PRD-005,2024-11-09,1.0,449.99,Tarjeta Crédito
TXN-02924,CLI-0057,PRD-019,2024-11-09,3.0,329.97,Transferencia
TXN-00822,CLI-0105,PRD-019,2024-11-09,4.0,439.96,Tarjeta Débito
TXN-02512,CLI-0173,PRD-011,2024-11-10,1.0,12.99,Tarjeta Crédito
TXN-01529,CLI-0127,PRD-011,2024-11-10,2.0,25.98,Transferencia
TXN-01418,CLI-0018,PRD-016,2024-11-10,2.0,599.98,PayPal
TXN-00413,CLI-0054,PRD-003,2024-11-10,3.0,89.97,Tarjeta Débito
TXN-01091,CLI-0130,PRD-015,2024-11-10,1.0,399.99,Tarjeta Crédito
